ANA143;9500;8000;8000;11000;Recherche d'Ag solubles (LCR);Recherche d'Ag solubles (LCR);18
ANA144;9500;6000;6000;15000;Spermogramme;Spermogramme;18
ANA145;23000;23000;23000;30000;Frottis vaginal / cervical;Frottis vaginal / cervical;18
ANA146;4000;3000;3000;6000;Urine (cytologie);Urine (cytologie);18
ANA147;13800;12000;12000;15000;CD8;CD8;18
ANA148;7000;5000;5000;6000;CD4;CD4;18
ANA149;22000;19000;19000;34000;Testostérone;Testostérone;18
ANA150;16000;16000;16000;20400;Homocystéine;Homocystéine;18
ANA151;33500;29000;29000;38500;Antigènemie P24;Antigènemie P24;18
ANA152;17500;15000;15000;21600;RAI (Recherche Agglo irr);RAI;18
ANA153;13800;12000;12000;24000;Ionogramme sanguin (Na+,K+,Cl-);Ionogramme sanguin (Na+,K+,Cl-);18
ANA154;3500;7000;7000;9600;Hemofec;Hemofec;18
ANA155;11500;10000;10000;12000;Recherche de drogue;Recherche de drogue;18
ANA156;0;0;0;0;Culot Urinaire;Culot Urinaire;18
ANA157;20000;20000;20000;24000;D-Dimères;D-Dimères;18
ANA158;18000;15500;15500;18600;Anticorps- Anti  nucléaire;Anticorps- Anti  nucléaire;18
ANA159;62000;54000;54000;65000;Sérologie Chikungunya (IgM IgG);;18
ANA160;55000;46500;46500;56000;Sérologie Dengue (IgM IgG);;18
ANA161;48000;41500;41500;50000;Sérologie Herpes Simplex Virus 1 et 2  (IgM IgG);;18
ANA162;89700;78000;78000;93600;Sérologie Arbo Virus (Dengue Acephalite à tiques , chikungunya);;18
ANA163;25000;21500;21500;26000;Sérologie Rickettsioges;;18
ANA164;18000;15500;15500;20000;Facteur IX;Facteur IX;18
ANA165;10500;8860;8860;11000;Facteur V (Dosage de l'activité);Facteur V (Dosage de l'activité);18
ANA166;14000;12140;12140;15000;Facteur VIII ;Facteur VIII ;18
ANA167;18000;15500;15500;20000;Facteur Willebrand (Antigène);Facteur Willebrand (Antigène);18
ANA169;20000;17500;17500;21000;Facteur X;Facteur X;18
ANA170;20000;17500;17500;21000;Facteur XI;Facteur XI;18
ANA171;20000;17500;17500;21000;Facteur XII;Facteur XII;18
ANA172;20000;17500;17500;21000;Facteur XIII;Facteur XIII;18
ANA173;9500;8000;8000;9600;Recherche ADN parental (Ambassade d'Allemagne);;18
ANA174;425500;370000;370000;444000;Recherche ADN parental (justice);;18
ANA175;13800;12000;12000;14400;Recherche ADN parental (CANADA);;18
ANA177;60260;52400;52400;62880;Hépatite C (ARN virale quantification);;18
ANA178;1200;1000;1000;1200;Haemoglucotest;Haemoglucotest;18
ANA179;6000;8000;8000;11400;ECB de Pus;;18
ANA180;29900;26000;26000;31500;Anticorps Anti BHC IgG IgM;Anticorps Anti BHC IgG IgM;18
ANA181;58000;58000;58000;60000;ANAPATH EUROPE;;18
ANA182;35000;30000;35000;36000;PIECES OPERATOIRES;Pièces opératoires;18
ANA183;98000;85000;85000;102000;Benzène;Benzène;18
ANA185;0;0;0;0;Diurèse;Diurèse;18
ANA199;11500;12000;12000;20000;PACK;Sérologie retrovirale;18
ANA200;0;0;0;0;GE Accouchement (Goutte Epaisse);GE Accouchement (Goutte Epaisse);18
ANA201;13800;17000;17000;24000;G6PD (dosage);G6PD (dosage);18
ANA202;28500;24500;24500;29400;Anticorps- Anti antigène nucléaire soluble recheche ;Anticorps- Anti antigène nucléaire soluble recheche ;18
ANA203;41500;36000;36000;43200;Anticorps- Anti antigène nucléaire soluble dosage;Anticorps- Anti antigène nucléaire soluble dosage;18
ANA206;16000;14000;14000;17000;Transferrine;PARASITOLOGIE/ SANG;18
ANA207;18000;15415;15415;18500;Ac. Antinucléaire;Ac. Antinucléaire;18
ANA208;25500;21975;21975;27000;Ac. Anti DNA Natif;Ac. Anti DNA Natif;18
ANA209;69500;60348;60348;72500;Ac. Anti U1RNP;Ac. Anti U1RNP;18
ANA210;25500;21975;21975;26500;Ac. Anti Histones;Ac. Anti Histones;18
ANA211;34500;29910;29910;36000;Dosage Pondéral Immunoglobulines;Dosage Pondéral Immunoglobulines;18
ANA213;105600;91835;91835;110500;Typage HLA Classe 1 Locus A et B;Typage HLA Classe 1 Locus A et B;18
ANA214;49000;42630;42630;52000;Typage HLA Classe 1 Locus B;Typage HLA Classe 1 Locus B;18
ANA215;171600;149230;149230;179000;Typage HLA Classe 2 (Génotypage);Typage HLA Classe 2 (Génotypage);18
ANA216;4600;4000;4000;5000;CPK;CPK;18
ANA340;31000;27000;27000;33000;Vitamine D;Vitamine D;18
ANA350;17500;15000;15000;18000;Vitamine B12;Vitamine B12;18
ANA351;4000;4000;4000;6000;Bilirubinémie indirecte;Bilirubinémie indirecte;18
ANA352;17500;20000;20000;22000;AgHBe ;;18
ANA353;17500;20000;20000;22000;Anticorps anti HBe;;18
ANA354;21000;18040;18040;22000;Anticorps anti HBC totaux (Europe) ;;18
ANA355;21500;18370;18370;22000;Alpha 2 macroglobuline ;;18
ANA356;19500;16730;16730;20000;Haptoglobine;;18
ANA357;51700;44940;44940;54000;EBV (EPSTEIN-BARR VIRUS) AC anti VCA IgM/IgG;EBV (EPSTEIN-BARR VIRUS) AC anti VCA IgM/IgG;18
ANA358;36500;31490;31490;38000;Cytomégolovirus (IgG +IgM);Cytomégolovirus (IgG +IgM);18
ANA359;15000;13000;13000;16000;Crachats-Bar Biologie Moléculaire ;Crachats-Bar Biologie Moléculaire ;18
ANA360;31000;27000;27000;38500;PSA total + PSA libre;PSA total + PSA libre;18
ANA361;6000;8000;8000;10000;Bilharziose (Recherche des oeurs dans l'urine );Bilharziose (Recherche des oeufs dans l'urine );18
ANA362;20800;20000;20000;22000;AgHBe (Europe);;18
ANA363;20800;20000;20000;22000;Anticorps anti HBe (Europe);;18
ANA364;18500;16000;16000;24000;Anticorps Hbs (Europe);Anticorps Hbs;18
ANA365;15000;13000;13000;16000;Anticorps anti HBC totaux;;18
ANA366;82000;0;0;85500;Fibrotest / Actitest;Fibrotet / Actitest;18
ANA367;43000;37390;37390;45000;Charge virale VHB ( ADN viral Hépatite B);charge virale VHB ;18
ANA368;90000;78100;78100;94000;Hépatite virale C (GENOTIPAGE);Hépatite virale C (GENOTIPAGE);18
ANA400;10500;9000;9000;10800;Test de coombes direct;;18
ANA401;11500;10000;10000;12000;Test de coombes indirect;;18
ANA402;60500;52480;52480;63000;Charge virale HIV;ECB de liquide pleurral;18
ANA403;3000;3000;3000;3600;Crachats-Bar ;Crachats-Bar ;18
ANA404;3500;0;0;0;Recherche de filaire dans le sang;Recherche de filaire dans le sang;18
ANA405;27500;0;0;28500;Chromatographie des acides aminés urinaires;Chromatographie des acides aminés urinaires;18
ANA406;12500;0;0;0;Dosage Complement C3;ECB de liquide pleurral;18
